paper_id,pmid,pmcid,doi,title,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-20221250,20221250,PMC2832668,10.1371/journal.pgen.1000870,Papillorenal syndrome-causing missense mutations in PAX2/Pax2 result in hypomorphic alleles in mouse and human.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC2832668.json,PMC XML downloaded and normalized.
pmid-19904978,19904978,PMC2790557,10.1021/bi9012947,"Phosphorylation of serine 205 by the protein kinase CK2 persists on Pax3-FOXO1, but not Pax3, throughout early myogenic differentiation.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC2790557.json,PMC XML downloaded and normalized.
pmid-19223471,19223471,PMC2663301,10.1128/MCB.01543-08,Pax6 regulates the proglucagon processing enzyme PC2 and its chaperone 7B2.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-18974227,18974227,,10.1677/JME-08-0100,Pax8 protein stability is controlled by sumoylation.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-18708529,18708529,PMC2578802,10.1110/ps.035956.108,Identification of serine 205 as a site of phosphorylation on Pax3 in proliferating but not differentiating primary myoblasts.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-18628401,18628401,PMC2492742,10.1101/gad.471708,Trim11 modulates the function of neurogenic transcription factor Pax6 through ubiquitin-proteosome system.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-18483260,18483260,,10.1158/0008-5472.CAN-07-2447,Phosphorylation regulates transcriptional activity of PAX3/FKHR and reveals novel therapeutic possibilities.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-18198106,18198106,,10.1051/medsci/200824131,[Proteasomal degradation of Pax3 in skeletal muscle progenitors: one ubiquitin does the trick!].,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-17986608,17986608,PMC2084300,10.1073/pnas.0708910104,PAX3-FOXO1 controls expression of the p57Kip2 cell-cycle regulator through degradation of EGR1.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-17698292,17698292,PMC2043499,10.1016/j.bbagen.2007.06.016,The oncogenic fusion protein Pax3-FKHR has a greater post-translational stability relative to Pax3 during early myogenesis.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-17662948,17662948,,10.1016/j.cell.2007.05.044,Regulation of Pax3 by proteasomal degradation of monoubiquitinated protein in skeletal muscle progenitors.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-16914058,16914058,PMC1563477,10.1186/1741-7007-4-27,The roles of calcium signaling and ERK1/2 phosphorylation in a Pax6+/- mouse model of epithelial wound-healing delay.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/pax8_regulation_20260826/passes/pass_002/artifacts/fulltext_import/PMC_XML/normalized/PMC1563477.json,PMC XML downloaded and normalized.
pmid-16407227,16407227,,10.1074/jbc.M507227200,Phosphorylation and transactivation of Pax6 by homeodomain-interacting protein kinase 2.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-12514097,12514097,PMC195966,10.1101/gad.1031403,"Pax5 is required for recombination of transcribed, acetylated, 5' IgH V gene segments.",available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-12123817,12123817,,10.1016/s0014-5793(02)02957-5,Cell-line specific chromatin acetylation at the Sox10-Pax3 enhancer site modulates the RET proto-oncogene expression.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-11700324,11700324,,10.1074/jbc.M109663200,Phosphorylation of Pax2 by the c-Jun N-terminal kinase and enhanced Pax2-dependent transcription activation.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-10748034,10748034,,10.1074/jbc.M001551200,BSAP (Pax5)-importin alpha 1 (Rch1) interaction identifies a nuclear localization sequence.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-10329718,10329718,,10.1074/jbc.274.21.15115,Phosphorylation of the transactivation domain of Pax6 by extracellular signal-regulated kinase and p38 mitogen-activated protein kinase.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-9845675,9845675,,10.1677/jme.0.0210347,Pax-8 protein levels regulate thyroglobulin gene expression.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-9288908,9288908,,10.1111/j.1432-1033.1997.00860.x,Determination of functional domains of the human transcription factor PAX8 responsible for its nuclear localization and transactivating potential.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
